,0
0,35.999999999999886
1,74.42237167259856
2,112.97934893556413
3,154.12785387468384
4,193.37823340750649
5,231.15412159854233
6,268.8744519511087
7,307.40381058031886
8,348.2780392632206
9,389.7825703692059
10,431.80307704403134
11,471.1402519966478
12,511.822897162182
13,551.6817319634234
14,591.4925643794895
15,633.1007610063127
16,676.9211217003857
17,723.0093506543312
18,768.8073208008785
19,813.7017486085875
20,858.4286377985904
21,904.0981666536125
22,949.2486562836182
23,994.4476194554204
24,1041.8435841573826
25,1091.7006785136841
26,1142.3989484006868
27,1194.4031020536681
28,1248.540841142415
29,1302.7684274126857
30,1357.3571397988735
31,1412.2188322795182
32,1466.9882009756966
33,1521.3058505639458
34,1577.2957364355243
35,1636.7807812450683
36,1695.3668159128497
37,1753.0026192717198
38,1810.4276508579019
39,1869.0984218602016
40,1926.5813946462642
41,1984.3632125363424
42,2044.399778443632
43,2104.335958134939
44,2162.535291905695
45,2224.9009596421824
46,2287.169057897454
47,2348.6130569895086
48,2415.773783483866
49,2481.3644929383804
50,2545.552689146434
51,2612.402419050838
52,2674.72380657302
53,2736.7846826952355
54,2796.190678755201
55,2855.6471039745743
56,2914.7901673453425
57,2977.3150575027817
58,3038.3895003776665
59,3100.1658412306333
60,3162.2461404190376
61,3224.9835619389055
62,3289.7767085499595
63,3356.270346403953
64,3420.949057531218
65,3487.60871909253
66,3554.444723061002
67,3622.703440748149
68,3691.1413871749614
69,3760.3419660800455
70,3834.2402192847576
71,3911.076646049826
72,3989.3508296294417
73,4064.99573125646
74,4137.731459542254
75,4206.458262254585
76,4274.563091704816
77,4341.937165847109
78,4410.89366894305
79,4478.500943590376
80,4543.856728149899
81,4606.919512367133
82,4670.627900501198
83,4732.180571185463
84,4793.412901972047
85,4857.426173986753
86,4923.5230537194675
87,4989.661377171935
88,5052.4809657850055
89,5114.469544127613
90,5174.691039855042
91,5233.275711036503
92,5294.392056715115
93,5358.478573964733
94,5424.220068045083
95,5489.171721736641
96,5553.642192886705
97,5613.809493807417
98,5669.442007791326
99,5724.188904577889
100,5779.596168152246
101,5835.734865091131
102,5890.974480286139
103,5948.198013436308
104,6003.603508580376
105,6058.195913364542
106,6113.468337500136
107,6165.716287643312
108,6216.532889916598
109,6267.833631286045
110,6320.011197043562
111,6371.320282873841
112,6424.445148492496
113,6478.873093228013
114,6537.491267561
115,6597.285705033098
116,6656.408149628196
117,6715.517153945772
118,6773.513137369697
119,6827.940781542932
120,6880.071513750469
121,6930.187293290267
122,6981.284435609278
123,7035.849664592781
124,7088.1573475892055
125,7137.93786547729
126,7186.880331483958
127,7237.090573122812
128,7285.768033133608
129,7336.946756565344
130,7388.954458199357
131,7439.7993412338865
132,7489.607076996089
133,7539.428003715393
134,7588.353448527508
135,7638.979867569794
136,7689.658529308036
137,7737.79801621556
138,7784.294252374686
139,7831.372038499247
140,7880.110731696096
141,7931.155652636672
142,7979.219049911404
143,8029.8951086366815
144,8080.381605797146
145,8130.2218636650205
